partner_id,monthly_earnings,trips_per_week,avg_rating,cancellation_rate,active_days_per_month,Nova_Score,earnings_m1,earnings_m2,earnings_m3,earnings_m4,earnings_m5,earnings_m6,trips_m1,trips_m2,trips_m3,trips_m4,trips_m5,trips_m6,earnings_trend_slope,earnings_trend_up,earnings_per_active_day,trips_per_active_day,estimated_cancellations_per_month,high_activity_flag,earnings_avg_3mo,earnings_avg_6mo,trips_avg_3mo,trips_avg_6mo,city_Bengaluru,city_Chennai,city_Delhi,city_Kolkata,city_Mumbai,vehicle_type_Auto,vehicle_type_Bike,vehicle_type_Car
P01822,30614.82,23,4.64,0.104,7,56.9,27137.46,32054.23,33327.71,33585.6,28339.83,33996.62,97,88,101,88,99,86,668.8711428571409,1,4373.545714285714,13.142857142857142,9.568,0,30839.8,31406.908333333336,95.33333333333333,93.16666666666667,False,False,True,False,False,False,False,True
P01823,28201.15,28,3.93,0.088,26,70.47,29174.2,27662.66,26962.6,26946.15,24296.14,26236.29,118,105,118,106,118,111,-708.7302857142851,0,1084.6596153846153,4.3076923076923075,9.856,1,27933.153333333332,26879.673333333336,113.66666666666667,112.66666666666667,True,False,False,False,False,False,False,True
P01824,24799.98,35,4.36,0.047,29,63.39,26843.25,26956.92,21553.55,26462.9,27699.38,25744.06,145,144,142,145,153,150,46.87942857143328,0,855.171724137931,4.827586206896552,6.58,1,25117.906666666666,25876.676666666666,143.66666666666666,146.5,False,True,False,False,False,False,True,False
P01825,31349.24,32,5.0,0.167,22,78.49,32702.63,34339.15,29430.51,33957.65,34139.96,34059.81,136,119,131,138,126,123,306.15628571428795,1,1424.9654545454546,5.818181818181818,21.376,0,32157.429999999997,33104.95166666667,128.66666666666666,128.83333333333334,False,False,False,False,True,False,False,True
P01826,33535.53,31,4.24,0.134,23,67.01,33840.39,31427.64,31742.08,33547.43,36845.55,31213.06,130,131,116,112,124,116,140.64085714286034,1,1458.0665217391304,5.391304347826087,16.616,0,32336.703333333335,33102.69166666667,125.66666666666667,121.5,False,False,True,False,False,False,True,False
P01827,21276.81,35,5.0,0.045,20,68.27,18353.06,20253.7,21425.18,23084.57,20892.8,19790.45,144,133,151,154,146,140,307.53257142857257,1,1063.8405,7.0,6.3,0,20010.646666666667,20633.293333333335,142.66666666666666,144.66666666666666,False,False,True,False,False,False,True,False
P01828,41287.46,32,4.18,0.129,7,67.91,47090.27,46687.3,43282.68,39019.58,44424.34,43382.66,115,122,130,120,118,120,-845.4294285714229,0,5898.208571428571,18.285714285714285,16.512,0,45686.75,43981.138333333336,122.33333333333333,120.83333333333333,False,False,False,False,True,False,False,True
P01829,29211.29,37,4.14,0.128,23,62.91,31829.04,26273.29,31393.86,29352.9,29923.1,31193.01,148,142,150,144,139,162,163.66628571428853,1,1270.0560869565218,6.434782608695652,18.944,0,29832.063333333335,29994.2,146.66666666666666,147.5,False,False,False,False,True,False,True,False
P01830,30150.8,34,4.31,0.015,18,69.38,28276.83,26009.44,27852.43,31838.26,29018.11,34309.46,139,143,138,124,130,140,1233.5711428571447,1,1675.0444444444445,7.555555555555555,2.04,0,27379.56666666667,29550.755,140.0,135.66666666666666,False,False,False,False,True,False,True,False
P01831,35665.72,28,4.94,0.047,26,69.13,40801.27,35174.13,33758.72,32114.2,39332.96,39409.99,122,122,107,102,122,112,110.7305714285711,1,1371.7584615384617,4.3076923076923075,5.264,1,36578.04,36765.21166666666,117.0,114.5,False,False,True,False,False,False,False,True
P01832,31865.73,30,4.44,0.004,22,81.99,32839.69,34745.21,30033.91,29701.62,36633.71,34944.45,124,130,127,115,108,119,453.0574285714299,1,1448.4422727272727,5.454545454545454,0.48,0,32539.603333333333,33149.76499999999,127.0,120.5,False,False,True,False,False,False,False,True
P01833,37625.09,35,4.7,0.161,17,75.86,38555.44,40691.55,36075.73,39341.21,42132.0,39795.84,142,129,150,142,154,143,393.9665714285716,1,2213.240588235294,8.235294117647058,22.54,0,38440.90666666667,39431.96166666666,140.33333333333334,143.33333333333334,False,True,False,False,False,True,False,False
P01834,32296.99,36,4.62,0.092,16,70.69,34700.6,36361.86,37138.21,33802.29,34973.04,28600.47,145,137,138,156,141,140,-1085.800857142853,0,2018.561875,9.0,13.248,0,36066.88999999999,34262.745,140.0,142.83333333333334,False,False,False,False,True,True,False,False
P01835,25100.5,33,4.58,0.387,29,53.11,27448.17,25350.51,27193.45,25050.07,26964.27,27429.13,122,137,130,121,136,125,74.3628571428595,0,865.5344827586207,4.551724137931035,51.084,1,26664.04333333333,26572.599999999995,129.66666666666666,128.5,False,False,True,False,False,False,True,False
P01836,32892.03,31,4.98,0.134,25,74.83,34436.1,28945.62,37579.05,35808.75,34374.63,37187.61,122,127,116,125,122,118,807.8365714285741,1,1315.6812,4.96,16.616,0,33653.590000000004,34721.96,121.66666666666667,121.66666666666667,True,False,False,False,False,False,False,True
P01837,20850.19,31,4.83,0.056,7,61.94,18523.91,21404.94,22058.11,20737.94,23062.09,20166.62,115,120,118,122,131,114,338.99514285714616,1,2978.598571428571,17.714285714285715,6.944,0,20662.32,20992.26833333333,117.66666666666667,120.0,False,False,False,True,False,False,False,True
P01838,30868.48,36,4.26,0.03,28,69.74,29370.75,33446.57,30000.5,34399.73,30804.41,29142.89,131,154,139,158,157,155,-133.33000000000095,0,1102.4457142857143,5.142857142857143,4.32,1,30939.273333333334,31194.141666666674,141.33333333333334,149.0,False,False,True,False,False,True,False,False
P01839,29734.16,29,4.52,0.12,27,68.8,33552.77,26106.55,28750.65,31838.48,26895.11,29934.7,112,107,125,109,115,126,-361.0525714285694,0,1101.2651851851851,4.296296296296297,13.92,1,29469.99,29513.043333333335,114.66666666666667,115.66666666666667,True,False,False,False,False,False,True,False
P01840,28335.07,29,5.0,0.059,9,66.49,25994.16,25552.49,28238.0,26759.88,30613.63,32215.18,119,119,119,113,109,110,1280.2971428571434,1,3148.341111111111,12.88888888888889,6.843999999999999,0,26594.88333333333,28228.89,119.0,114.83333333333333,False,False,False,True,False,False,True,False
P01841,28971.7,34,4.7,0.014,26,79.62,27860.64,24732.77,28249.17,28061.3,32617.84,25067.75,146,130,138,123,128,149,271.51114285714687,1,1114.2961538461539,5.230769230769231,1.9040000000000001,1,26947.52666666667,27764.911666666667,138.0,135.66666666666666,False,False,False,False,True,False,False,True
P01842,14945.21,29,4.15,0.44,5,39.55,14640.67,15365.11,16417.28,15697.04,14233.9,15881.74,123,117,126,126,111,117,59.756571428571554,0,2989.042,23.2,51.04,0,15474.353333333333,15372.623333333335,122.0,120.0,False,False,False,True,False,False,True,False
P01843,25610.2,25,4.17,0.068,17,66.2,25144.64,28581.5,25341.31,28640.8,27784.38,28027.82,96,98,106,102,94,95,437.8294285714285,1,1506.4823529411765,5.882352941176471,6.800000000000001,0,26355.816666666666,27253.408333333336,100.0,98.5,False,False,True,False,False,False,False,True
P01844,30742.76,24,4.87,0.096,19,71.14,31784.38,32316.76,28857.75,27779.55,28655.84,33405.84,87,105,87,98,87,96,-112.96171428571674,0,1618.04,5.052631578947368,9.216000000000001,0,30986.296666666665,30466.686666666665,93.0,93.33333333333333,False,False,True,False,False,False,False,True
P01845,31278.85,27,4.81,0.04,10,59.48,35436.52,35802.15,33858.04,31416.45,35432.06,31905.44,106,108,100,98,116,99,-605.9217142857143,0,3127.8849999999998,10.8,4.32,0,35032.236666666664,33975.11,104.66666666666667,104.5,True,False,False,False,False,False,False,True
P01846,21778.6,23,4.32,0.046,14,47.29,20084.4,18923.65,24094.23,19287.9,22977.26,24526.38,89,101,87,85,95,85,844.6971428571467,1,1555.6142857142856,6.571428571428571,4.232,0,21034.093333333334,21648.969999999998,92.33333333333333,90.33333333333333,True,False,False,False,False,False,False,True
P01847,40125.66,22,4.82,0.061,18,69.34,35569.41,44976.87,39167.81,37470.81,40959.58,35726.17,86,84,85,93,88,83,-370.43057142857043,0,2229.2033333333334,4.888888888888889,5.368,0,39904.69666666666,38978.44166666666,85.0,86.5,False,False,False,True,False,True,False,False
P01848,23070.6,31,5.0,0.048,20,62.8,20976.74,25244.32,24232.03,24357.81,25007.63,21306.74,125,131,132,125,115,134,30.448857142856795,0,1153.53,6.2,5.952,0,23484.36333333333,23520.87833333333,129.33333333333334,127.0,False,False,True,False,False,True,False,False
P01849,37755.66,29,5.0,0.137,19,68.1,42138.24,35651.63,32758.37,32972.79,41303.53,35569.11,105,121,122,109,105,126,-447.872285714285,0,1987.14,6.105263157894737,15.892000000000001,0,36849.41333333333,36732.27833333333,116.0,114.66666666666667,False,False,False,True,False,False,True,False
P01850,33417.55,21,5.0,0.047,28,74.35,34879.34,38164.78,33712.94,35045.24,37351.16,28491.91,82,90,78,85,82,82,-944.1631428571408,0,1193.4839285714286,3.0,3.948,1,35585.68666666667,34607.56166666667,83.33333333333333,83.16666666666667,False,False,False,True,False,False,True,False
P01851,24830.18,30,4.77,0.042,30,62.89,23235.39,23250.52,21440.72,27815.84,27818.14,23866.79,121,125,121,131,108,114,663.856571428573,1,827.6726666666667,4.0,5.04,1,22642.210000000003,24571.233333333334,122.33333333333333,120.0,False,False,True,False,False,False,True,False
P01852,44202.49,34,4.55,0.089,26,85.23,48392.18,49364.96,37959.21,50426.69,38270.84,39702.59,134,141,125,125,124,131,-1836.080857142857,0,1700.095769230769,5.230769230769231,12.104,1,45238.78333333333,44019.41166666666,133.33333333333334,130.0,False,False,False,False,True,False,True,False
P01853,20450.91,34,4.48,0.013,8,56.35,22668.01,22786.91,21143.73,18712.37,18137.35,21829.05,141,140,127,149,124,131,-587.8525714285721,0,2556.36375,17.0,1.768,0,22199.55,20879.57,136.0,135.33333333333334,False,False,True,False,False,False,False,True
P01854,37353.23,32,4.59,0.042,5,68.9,41236.26,40240.53,35149.41,40142.37,41007.06,36400.19,120,140,121,135,136,129,-482.50857142856995,0,7470.646000000001,25.6,5.376,0,38875.4,39029.30333333334,127.0,130.16666666666666,False,False,False,True,False,False,True,False
P01855,38004.66,33,4.34,0.083,29,83.19,42781.01,38728.31,40769.92,42865.88,43090.27,40335.78,123,125,143,123,138,123,84.44828571428698,0,1310.5055172413795,4.551724137931035,10.956000000000001,1,40759.746666666666,41428.52833333333,130.33333333333334,129.16666666666666,False,False,False,False,True,False,True,False
P01856,24635.04,23,4.49,0.157,9,62.17,22803.97,21826.67,27562.29,21615.05,23213.64,23110.03,88,83,90,98,88,93,-7.31514285714393,0,2737.226666666667,10.222222222222221,14.444,0,24064.309999999998,23355.274999999998,87.0,90.0,False,False,True,False,False,False,False,True
P01857,41139.72,32,4.98,0.237,21,81.67,44287.43,41534.31,36689.12,40078.61,35074.92,36596.88,118,133,139,134,123,125,-1555.4694285714277,0,1959.0342857142857,6.095238095238095,30.336,0,40836.95333333333,39043.54499999999,130.0,128.66666666666666,True,False,False,False,False,False,True,False
P01858,27999.63,40,4.12,0.095,7,57.47,27668.17,26796.73,29885.6,31522.63,26510.37,24908.38,152,150,168,162,155,164,-372.02857142857,0,3999.947142857143,22.857142857142858,15.2,0,28116.833333333332,27881.98,156.66666666666666,158.5,False,False,False,False,True,False,True,False
P01859,32309.55,45,4.14,0.222,14,64.81,35624.5,35141.97,32450.29,29428.71,31174.17,29433.33,172,195,197,198,190,190,-1310.880857142857,0,2307.825,12.857142857142858,39.96,0,34405.58666666667,32208.82833333334,188.0,190.33333333333334,False,False,False,False,True,False,False,True
P01860,32082.57,31,4.85,0.128,18,67.15,34281.74,34567.0,28349.31,36257.42,34594.96,28379.11,122,120,132,115,133,123,-614.890285714283,0,1782.365,6.888888888888889,15.872,0,32399.349999999995,32738.256666666664,124.66666666666667,124.16666666666667,True,False,False,False,False,False,True,False
P01861,28925.53,30,4.49,0.129,28,78.54,31324.45,32488.69,30241.0,29161.49,24999.62,26500.53,125,109,110,125,119,111,-1361.8948571428587,0,1033.0546428571429,4.285714285714286,15.48,1,31351.38,29119.296666666665,114.66666666666667,116.5,False,False,True,False,False,False,True,False
P01862,36486.47,31,4.02,0.064,13,62.93,38195.81,31175.83,37684.69,32106.92,33341.05,37351.58,119,131,132,127,115,116,-94.3788571428547,0,2806.6515384615386,9.538461538461538,7.936,0,35685.443333333336,34975.98,127.33333333333333,123.33333333333333,True,False,False,False,False,False,True,False
P01863,36347.91,34,4.58,0.018,20,78.26,32830.47,39718.49,36518.47,35801.35,40643.89,33690.91,123,124,129,130,127,132,181.75085714286186,1,1817.3955,6.8,2.448,0,36355.81,36533.93,125.33333333333333,127.5,False,False,False,False,True,False,False,True
P01864,16011.74,35,4.54,0.058,26,53.67,16228.03,18117.9,18060.3,15177.18,14353.66,15257.33,142,132,154,145,128,147,-543.6954285714282,0,615.8361538461538,5.384615384615385,8.120000000000001,1,17468.743333333332,16199.066666666668,142.66666666666666,141.33333333333334,False,True,False,False,False,False,True,False
P01865,40434.72,25,4.47,0.077,22,78.15,46313.97,43944.05,40690.43,37792.77,43579.5,35009.2,104,97,107,104,105,97,-1729.0045714285698,0,1837.9418181818182,4.545454545454546,7.7,0,43649.48333333334,41221.65333333333,102.66666666666667,102.33333333333333,False,False,False,False,True,False,False,True
P01866,16700.06,20,4.81,0.249,15,47.72,18891.38,14847.33,19157.55,16907.85,16005.22,18665.03,78,74,88,76,78,76,2.634857142856631,0,1113.3373333333334,5.333333333333333,19.92,0,17632.086666666666,17412.39333333333,80.0,78.33333333333333,False,False,False,True,False,False,True,False
P01867,38260.37,27,4.2,0.195,26,75.55,33016.87,33454.25,38366.3,38072.05,40127.4,34107.14,104,117,117,100,117,114,719.3300000000007,1,1471.5526923076925,4.153846153846154,21.060000000000002,1,34945.806666666664,36190.668333333335,112.66666666666667,111.5,False,True,False,False,False,True,False,False
P01868,39013.64,30,4.6,0.124,9,66.76,35090.6,33405.57,34517.54,38802.58,34025.9,37242.41,120,123,117,117,115,129,483.00228571428937,1,4334.848888888889,13.333333333333334,14.879999999999999,0,34337.90333333333,35514.1,120.0,120.16666666666667,False,False,True,False,False,False,True,False
P01869,21272.27,24,4.54,0.161,27,57.23,18922.08,22093.88,21083.83,18643.92,19910.15,20503.15,88,103,104,94,102,100,-31.021428571427254,0,787.8618518518518,3.5555555555555554,15.456,1,20699.930000000004,20192.835000000003,98.33333333333333,98.5,False,False,True,False,False,False,False,True
P01870,26713.49,29,4.61,0.055,29,67.86,28524.5,27752.69,24167.66,29136.28,26110.75,28894.32,119,120,112,124,116,115,54.05428571428699,0,921.1548275862069,4.0,6.38,1,26814.95,27431.033333333336,117.0,117.66666666666667,False,False,False,False,True,True,False,False
P01871,21154.36,31,4.08,0.037,17,55.15,23171.12,24244.46,21770.8,21036.57,23421.34,21049.92,130,136,128,122,133,117,-394.5597142857132,0,1244.374117647059,7.294117647058823,4.588,0,23062.126666666667,22449.035000000003,131.33333333333334,127.66666666666667,False,False,True,False,False,False,True,False
P01872,28280.63,34,4.44,0.159,30,64.7,25850.01,27415.61,29919.2,31003.26,28819.34,27287.61,142,137,145,142,138,149,356.66428571428975,1,942.6876666666667,4.533333333333333,21.624,1,27728.27333333333,28382.504999999994,141.33333333333334,142.16666666666666,False,False,True,False,False,False,False,True
P01873,27535.73,34,4.61,0.12,16,63.42,27584.08,26147.16,27274.98,30217.12,23778.96,29153.8,131,124,133,135,128,132,105.3182857142866,1,1720.983125,8.5,16.32,0,27002.073333333334,27359.349999999995,129.33333333333334,130.5,False,True,False,False,False,False,True,False
P01874,36237.28,38,4.76,0.174,14,74.64,39941.13,37589.93,31863.83,34249.32,39518.93,37291.95,162,142,143,139,161,150,-144.95457142857282,0,2588.3771428571426,10.857142857142858,26.447999999999997,0,36464.96333333333,36742.51499999999,149.0,149.5,False,False,False,False,True,True,False,False
P01875,40482.47,26,5.0,0.132,15,59.96,43309.78,44436.9,40101.63,34462.88,35072.25,35359.02,113,106,112,107,94,104,-2099.6142857142895,0,2698.8313333333335,6.933333333333334,13.728000000000002,0,42616.10333333333,38790.409999999996,110.33333333333333,106.0,False,False,True,False,False,False,True,False
P01876,41165.47,27,4.84,0.052,20,78.41,41687.08,46559.47,35996.58,46244.21,46529.74,38852.39,104,105,99,117,108,109,-114.71457142856629,0,2058.2735000000002,5.4,5.616,0,41414.37666666667,42644.91166666666,102.66666666666667,107.0,False,False,False,False,True,False,False,True
P01877,25502.66,30,4.74,0.396,10,50.1,26193.89,27821.8,26896.07,27497.18,23297.07,29164.39,114,111,117,120,113,108,53.697714285715776,0,2550.266,12.0,47.52,0,26970.58666666667,26811.733333333337,114.0,113.83333333333333,False,False,False,True,False,True,False,False
P01878,28326.23,30,4.98,0.19,25,70.6,28397.28,27703.12,30793.74,24988.71,28223.63,28184.61,125,114,121,125,116,130,-151.62428571428453,0,1133.0492,4.8,22.8,0,28964.713333333333,28048.515000000003,120.0,121.83333333333333,False,False,False,True,False,False,True,False
P01879,16532.49,26,4.51,0.089,7,62.43,15528.38,17201.63,18825.78,17533.01,14411.11,16156.51,108,103,110,110,102,112,-186.3908571428553,0,2361.784285714286,14.857142857142858,9.256,0,17185.263333333332,16609.403333333332,107.0,107.5,False,False,False,False,True,False,True,False
P01880,23553.04,30,5.0,0.006,7,60.11,24012.48,26070.62,21071.51,20161.57,23989.09,21079.4,120,120,129,119,121,111,-623.4265714285714,0,3364.7200000000003,17.142857142857142,0.72,0,23718.203333333335,22730.778333333332,123.0,120.0,False,False,True,False,False,False,False,True
P01881,37718.81,22,4.94,0.243,25,74.11,39856.17,37612.55,38085.67,32375.1,37687.45,41555.61,95,96,88,84,85,94,86.03800000000078,0,1508.7523999999999,3.52,21.384,0,38518.13,37862.09166666667,93.0,90.33333333333333,False,False,False,False,True,False,True,False
P01882,42924.66,28,4.47,0.0,24,73.78,47732.09,39276.32,43794.37,43257.2,41768.89,38202.62,104,103,114,120,115,104,-1163.0517142857111,0,1788.5275000000001,4.666666666666667,0.0,0,43600.926666666666,42338.581666666665,107.0,110.0,False,False,True,False,False,False,True,False
P01883,20125.21,28,5.0,0.001,22,61.59,20948.08,18131.14,22675.94,17686.26,17321.2,17740.88,111,109,120,119,105,106,-670.1571428571438,0,914.7822727272727,5.090909090909091,0.112,0,20585.053333333333,19083.916666666668,113.33333333333333,111.66666666666667,False,False,True,False,False,False,True,False
P01884,25260.29,27,4.73,0.012,15,54.8,27239.09,21472.44,26224.8,28779.07,28131.9,24798.03,98,108,107,116,114,108,295.06714285714185,1,1684.0193333333334,7.2,1.296,0,24978.77666666667,26107.554999999997,104.33333333333333,108.5,True,False,False,False,False,False,True,False
P01885,29788.75,32,5.0,0.097,6,71.09,26750.94,31739.06,26620.8,33308.27,32493.3,29222.59,117,118,130,136,131,140,608.8125714285729,1,4964.791666666667,21.333333333333332,12.416,0,28370.266666666666,30022.493333333332,121.66666666666667,128.66666666666666,False,False,True,False,False,False,False,True
P01886,32241.29,34,4.69,0.112,7,60.94,31869.46,28479.67,31625.66,33690.33,33528.01,36898.24,124,141,123,126,132,135,1210.1025714285734,1,4605.898571428572,19.428571428571427,15.232000000000001,0,30658.263333333332,32681.895,129.33333333333334,130.16666666666666,False,False,True,False,False,False,True,False
P01887,23523.17,29,4.43,0.037,17,60.62,20060.55,21715.46,24615.32,20444.29,24032.89,20894.69,116,116,126,114,117,113,198.6274285714306,1,1383.715882352941,6.823529411764706,4.292,0,22130.44333333333,21960.53333333333,119.33333333333333,117.0,False,False,False,False,True,False,False,True
P01888,33392.49,31,4.37,0.103,17,77.73,30854.78,31367.67,35398.89,31637.73,35345.41,33230.47,126,123,126,116,122,124,572.8717142857155,1,1964.2641176470588,7.294117647058823,12.771999999999998,0,32540.446666666667,32972.49166666666,125.0,122.83333333333333,False,True,False,False,False,False,True,False
P01889,26209.29,37,4.49,0.125,12,63.06,27989.91,26684.04,29064.06,25200.68,23410.06,23860.25,133,153,155,138,159,140,-980.9605714285716,0,2184.1075,12.333333333333334,18.5,0,27912.67,26034.833333333332,147.0,146.33333333333334,True,False,False,False,False,False,True,False
P01890,29884.38,32,4.43,0.197,9,62.55,34293.61,28969.53,27020.03,29712.96,33763.17,31693.26,131,123,122,135,129,139,116.34571428571529,1,3320.4866666666667,14.222222222222221,25.216,0,30094.39,30908.76,125.33333333333333,129.83333333333334,False,True,False,False,False,False,True,False
P01891,34370.27,29,4.98,0.326,25,73.72,30237.36,36171.35,39026.16,30956.3,32150.02,33253.44,116,112,120,116,123,126,-144.38428571428284,0,1374.8108,4.64,37.816,0,35144.956666666665,33632.43833333333,116.0,118.83333333333333,False,False,True,False,False,False,True,False
P01892,30051.38,19,4.59,0.025,9,68.67,29163.31,26045.28,26076.84,30750.18,31462.2,31389.88,72,71,75,70,80,79,915.9128571428585,1,3339.0422222222223,8.444444444444445,1.9000000000000001,0,27095.14333333333,29147.948333333334,72.66666666666667,74.5,False,False,True,False,False,False,True,False
P01893,26508.91,36,4.12,0.019,22,65.14,28895.28,23518.22,30356.11,25998.11,27357.9,25223.85,130,145,133,141,151,134,-319.8888571428542,0,1204.9504545454545,6.545454545454546,2.7359999999999998,0,27589.87,26891.578333333335,136.0,139.0,False,False,False,True,False,True,False,False
P01894,29123.12,24,4.66,0.151,15,71.61,26537.3,29116.23,32248.91,33031.12,30316.71,29687.05,89,94,102,105,101,96,575.2114285714298,1,1941.5413333333333,6.4,14.495999999999999,0,29300.813333333335,30156.219999999998,95.0,97.83333333333333,False,False,False,True,False,True,False,False
P01895,29293.1,31,4.64,0.011,26,72.84,29777.18,27860.36,30701.57,33126.35,32623.3,29021.88,126,118,132,117,117,121,369.631428571429,1,1126.6576923076923,4.769230769230769,1.3639999999999999,1,29446.37,30518.44,125.33333333333333,121.83333333333333,False,True,False,False,False,True,False,False
P01896,27039.91,35,4.46,0.265,20,68.66,28930.58,25383.55,28946.19,27571.03,25384.35,26020.76,144,129,128,137,150,154,-454.9102857142838,0,1351.9955,7.0,37.1,0,27753.440000000002,27039.410000000003,133.66666666666666,140.33333333333334,False,True,False,False,False,True,False,False
P01897,27929.63,30,4.68,0.022,21,72.11,28901.46,24301.81,24349.26,29139.12,30015.54,28244.05,124,109,117,122,125,109,532.6857142857168,1,1329.982380952381,5.714285714285714,2.6399999999999997,0,25850.843333333334,27491.873333333333,116.66666666666667,117.66666666666667,False,False,True,False,False,False,True,False
P01898,42789.18,30,4.59,0.138,8,74.93,38784.43,47868.93,36903.27,38139.66,44052.2,41297.53,112,113,115,113,109,114,67.19142857142924,0,5348.6475,15.0,16.560000000000002,0,41185.543333333335,41174.33666666666,113.33333333333333,112.66666666666667,False,False,False,True,False,False,False,True
P01899,34487.36,38,4.79,0.077,12,71.3,32991.14,36471.95,30367.15,31624.8,30101.19,37653.49,165,144,152,166,156,152,155.91771428571067,1,2873.9466666666667,12.666666666666666,11.704,0,33276.746666666666,33201.619999999995,153.66666666666666,155.83333333333334,False,False,True,False,False,False,True,False
P01900,27636.16,28,4.77,0.025,13,63.63,29989.03,24499.05,24215.02,30958.43,26924.43,27596.68,110,112,112,115,112,119,58.79428571428744,0,2125.8584615384616,8.615384615384615,2.8000000000000003,0,26234.36666666667,27363.77333333333,111.33333333333333,113.33333333333333,False,False,False,False,True,False,False,True
P01901,35575.64,32,4.71,0.006,19,70.29,36154.38,30933.51,36081.33,37701.28,39182.49,39878.09,135,121,132,121,119,134,1285.2982857142872,1,1872.4021052631579,6.7368421052631575,0.768,0,34389.74,36655.18,129.33333333333334,127.0,True,False,False,False,False,False,True,False
P01902,27329.44,30,4.21,0.009,26,62.34,23272.9,31222.84,24996.41,24783.13,25815.5,25056.76,112,128,114,119,119,131,-214.7428571428565,0,1051.1323076923077,4.615384615384615,1.0799999999999998,1,26497.383333333335,25857.923333333336,118.0,120.5,True,False,False,False,False,False,False,True
P01903,39385.0,31,5.0,0.023,30,79.47,42468.74,41525.64,43641.01,40214.57,39175.44,34802.05,123,123,117,121,134,117,-1394.5854285714227,0,1312.8333333333333,4.133333333333334,2.852,1,42545.130000000005,40304.575000000004,121.0,122.5,False,False,False,True,False,False,True,False
P01904,32957.14,35,4.13,0.295,10,63.35,28362.7,32141.02,32420.75,37255.69,32844.81,31780.25,141,143,146,129,151,129,686.6874285714301,1,3295.714,14.0,41.3,0,30974.823333333334,32467.536666666667,143.33333333333334,139.83333333333334,True,False,False,False,False,False,True,False
P01905,29141.58,34,4.56,0.049,8,62.07,31289.9,30905.21,30850.83,27787.99,30173.28,26375.98,143,128,149,130,125,138,-852.2351428571403,0,3642.6975,17.0,6.664000000000001,0,31015.313333333335,29563.865000000005,140.0,135.5,False,False,True,False,False,False,False,True
P01906,33581.74,25,4.27,0.35,19,60.04,30584.37,36164.16,35121.86,30416.53,37450.54,32504.97,102,98,109,101,99,99,250.1945714285751,1,1767.4599999999998,5.2631578947368425,35.0,0,33956.79666666667,33707.07166666666,103.0,101.33333333333333,True,False,False,False,False,False,True,False
P01907,17432.99,34,4.72,0.013,11,60.91,19828.67,18897.16,16490.84,19744.74,15725.63,15902.78,133,139,144,125,136,131,-739.7182857142865,0,1584.817272727273,12.363636363636363,1.768,0,18405.556666666667,17764.97,138.66666666666666,134.66666666666666,False,False,False,False,True,False,False,True
P01908,20985.86,35,4.64,0.074,15,69.76,20154.45,20846.58,19368.91,20742.0,21014.93,23304.06,134,135,128,127,145,148,503.60542857142974,1,1399.0573333333334,9.333333333333334,10.36,0,20123.313333333335,20905.155,132.33333333333334,136.16666666666666,False,True,False,False,False,True,False,False
P01909,20448.6,29,4.55,0.075,25,71.75,19386.9,20018.46,19482.14,19940.91,19984.01,20865.17,127,112,110,117,122,117,221.33628571428517,1,817.944,4.64,8.7,0,19629.166666666668,19946.265,116.33333333333333,117.5,False,False,True,False,False,False,False,True
P01910,31143.54,29,5.0,0.106,5,68.48,27863.08,26575.05,33915.24,28971.91,29236.81,31121.02,111,123,120,114,124,112,552.3328571428578,1,6228.7080000000005,23.2,12.296,0,29451.123333333333,29613.851666666666,118.0,117.33333333333333,False,False,False,False,True,False,False,True
P01911,43860.12,32,4.93,0.326,29,74.11,41302.25,49472.77,44995.35,49012.61,49381.34,47646.28,119,137,123,120,130,129,1013.2319999999986,1,1512.4179310344828,4.413793103448276,41.728,1,45256.79,46968.43333333333,126.33333333333333,126.33333333333333,True,False,False,False,False,True,False,False
P01912,47850.4,35,4.5,0.013,28,96.32,53257.27,49333.4,44312.42,52811.77,40790.14,42544.27,134,141,137,146,151,152,-2019.8694285714284,0,1708.9428571428573,5.0,1.8199999999999998,1,48967.69666666666,47174.878333333334,137.33333333333334,143.5,False,True,False,False,False,False,True,False
P01913,35104.41,33,4.84,0.029,30,81.14,40331.47,31978.23,38451.75,34082.77,31124.67,38864.25,127,142,144,121,133,126,-407.5931428571449,0,1170.1470000000002,4.4,3.8280000000000003,1,36920.48333333333,35805.52333333334,137.66666666666666,132.16666666666666,False,True,False,False,False,True,False,False
P01914,34006.76,26,5.0,0.012,21,77.49,32663.25,38287.57,29464.4,29218.06,36387.35,33836.43,96,109,95,99,94,103,-2.3171428571445825,0,1619.3695238095238,4.9523809523809526,1.248,0,33471.74,33309.51,100.0,99.33333333333333,False,False,False,True,False,False,False,True
P01915,15591.54,26,4.93,0.085,21,63.85,15351.17,17532.37,16523.21,15342.0,14485.05,13890.97,108,95,112,96,103,100,-503.5477142857151,0,742.4542857142858,4.9523809523809526,8.84,0,16468.916666666668,15520.795,105.0,102.33333333333333,False,False,False,False,True,False,False,True
P01916,25658.61,35,4.56,0.177,29,75.91,27368.02,29424.15,25189.83,23201.99,27376.55,28117.31,143,142,127,146,131,142,-125.26257142857216,0,884.7796551724139,4.827586206896552,24.779999999999998,1,27327.333333333332,26779.641666666666,137.33333333333334,138.5,True,False,False,False,False,False,True,False
